,hamiltonian,hamiltonian_desired,h_dot,h_dot_desired,x1,x2,psi,x1_dot,x2_dot,x1_desired,x2_desired,p1,p2,p1_dot,p2_dot,p1_desired,p2_desired,control_constraint,x0,y0,xf,yf,cost,time,elapsed_time
169,-1.7527146,-1.7685351,-0.57511014,-0.5990773,-4.633743,4.621847,-0.99542665,5.420442,-8.36888,5.44145,-8.389913,-0.1962446,0.30225903,-0.49181372,-0.25628373,-0.49302197,-0.25329104,-0.0017477274,-4.2610054,11.437855,8.628517,-1.378726,1.8510671,0.7357259,631.3265
170,-1.7552358,-1.771151,-0.583153,-0.6026866,-4.610021,4.5854964,-0.9887477,5.477376,-8.331142,5.497364,-8.353382,-0.19838056,0.30113983,-0.4894531,-0.25787276,-0.49065518,-0.2555249,-0.00167346,-4.2610054,11.437855,8.628517,-1.378726,1.8508705,0.7400792,631.3265
171,-1.7577915,-1.7737826,-0.59123486,-0.60630506,-4.5860524,4.54931,-0.9820912,5.5339074,-8.293191,5.552846,-8.316604,-0.20050617,0.30001378,-0.4870704,-0.2594149,-0.4882665,-0.25772145,-0.0015999079,-4.2610054,11.437855,8.628517,-1.378726,1.8506842,0.7444327,631.3265
172,-1.7603842,-1.77643,-0.59935033,-0.6099323,-4.5618396,4.513289,-0.97545755,5.5900283,-8.255036,5.607893,-8.279586,-0.20262137,0.29888123,-0.48466584,-0.26091012,-0.4858556,-0.25987953,-0.0015269518,-4.2610054,11.437855,8.628517,-1.378726,1.8505076,0.7487861,631.3265
173,-1.7630103,-1.7790931,-0.6074942,-0.61356926,-4.5373826,4.4774356,-0.9688473,5.645733,-8.216687,5.6625004,-8.242335,-0.20472601,0.2977422,-0.48223916,-0.2623581,-0.48342258,-0.26199833,-0.0014551878,-4.2610054,11.437855,8.628517,-1.378726,1.8503416,0.7531395,631.3265
174,-1.765673,-1.7817723,-0.61565924,-0.6172158,-4.5126834,4.441748,-0.9622606,5.7010183,-8.178152,5.7166667,-8.20486,-0.20682013,0.29659694,-0.47979006,-0.26375896,-0.48096702,-0.26407674,-0.0013843775,-4.2610054,11.437855,8.628517,-1.378726,1.850185,0.75749296,631.3265
175,-1.7683706,-1.7844673,-0.6238376,-0.6208721,-4.487744,4.4062285,-0.9556984,5.7558775,-8.139444,5.7703853,-8.16717,-0.20890346,0.29544574,-0.47731864,-0.2651125,-0.47848895,-0.26611367,-0.0013142824,-4.2610054,11.437855,8.628517,-1.378726,1.850038,0.7618463,631.3265
176,-1.7711041,-1.7871783,-0.6320222,-0.6245378,-4.4625688,4.3708806,-0.9491612,5.810301,-8.100574,5.8236523,-8.129273,-0.21097596,0.29428875,-0.47482485,-0.2664186,-0.4759879,-0.26810753,-0.0012458563,-4.2610054,11.437855,8.628517,-1.378726,1.8499,0.7661997,631.3265
177,-1.773874,-1.7899051,-0.6402067,-0.6282133,-4.4371567,4.3357005,-0.9426491,5.8642907,-8.061546,5.876466,-8.091177,-0.21303765,0.29312617,-0.47230837,-0.2676774,-0.4734635,-0.27005756,-0.0011795759,-4.2610054,11.437855,8.628517,-1.378726,1.8497703,0.7705531,631.3265
178,-1.7766786,-1.792648,-0.64838386,-0.63189876,-4.41151,4.30069,-0.9361626,5.917838,-8.02237,5.928826,-8.052889,-0.2150883,0.2919582,-0.46976903,-0.2688886,-0.4709159,-0.27196267,-0.0011129379,-4.2610054,11.437855,8.628517,-1.378726,1.8496494,0.7749065,631.3265
179,-1.7795191,-1.7954068,-0.65654504,-0.635594,-4.3856316,4.265851,-0.9297023,5.9709406,-7.9830604,5.980726,-8.01442,-0.2171278,0.29078507,-0.46720707,-0.27005234,-0.4683445,-0.27382132,-0.0010473728,-4.2610054,11.437855,8.628517,-1.378726,1.8495362,0.77926,631.3265
180,-1.782395,-1.798182,-0.66468537,-0.6392997,-4.3595223,4.2311826,-0.9232685,6.023592,-7.94362,6.0321655,-7.975775,-0.21915613,0.28960696,-0.46462232,-0.27116856,-0.46574953,-0.27563277,-0.0009828806,-4.2610054,11.437855,8.628517,-1.378726,1.8494309,0.7836133,631.3265
181,-1.7853065,-1.8009734,-0.672796,-0.6430153,-4.333186,4.196687,-0.9168624,6.0757856,-7.904068,6.0831347,-7.9369693,-0.22117311,0.28842413,-0.46201462,-0.2722372,-0.4631305,-0.27739528,-0.0009212494,-4.2610054,11.437855,8.628517,-1.378726,1.8493328,0.7879667,631.3265
182,-1.7882531,-1.8037808,-0.6808715,-0.6467417,-4.3066225,4.1623635,-0.9104835,6.1275206,-7.8644032,6.13364,-7.898004,-0.2231788,0.2872367,-0.45938385,-0.2732585,-0.46048748,-0.27910817,-0.0008608103,-4.2610054,11.437855,8.628517,-1.378726,1.849242,0.7923202,631.3265
183,-1.7912345,-1.8066045,-0.68890345,-0.65047854,-4.2798343,4.1282125,-0.90413266,6.178791,-7.8246427,6.1836743,-7.8588915,-0.22517285,0.286045,-0.45673028,-0.2742322,-0.45781997,-0.28076997,-0.0007996559,-4.2610054,11.437855,8.628517,-1.378726,1.8491578,0.7966736,631.3265
184,-1.7942512,-1.8094444,-0.6968849,-0.6542255,-4.2528257,4.094236,-0.8978107,6.2295904,-7.78479,6.2332344,-7.819642,-0.22715545,0.28484908,-0.4540535,-0.2751585,-0.45512798,-0.28237927,-0.0007431507,-4.2610054,11.437855,8.628517,-1.378726,1.8490796,0.801027,631.3265
185,-1.7973027,-1.8123007,-0.7048079,-0.6579833,-4.2255964,4.0604324,-0.89151764,6.2799206,-7.7448587,6.28232,-7.780261,-0.22912621,0.2836493,-0.4513538,-0.27603748,-0.45241114,-0.28393495,-0.00068616867,-4.2610054,11.437855,8.628517,-1.378726,1.8490071,0.80538034,631.3265
186,-1.8003876,-1.8151734,-0.71266776,-0.66175234,-4.1981487,4.026803,-0.885254,6.3297706,-7.7048564,6.330929,-7.740759,-0.23108521,0.28244576,-0.44863096,-0.27686918,-0.44966978,-0.28543603,-0.00063085556,-4.2610054,11.437855,8.628517,-1.378726,1.8489406,0.80973375,631.3265
187,-1.8035071,-1.8180624,-0.7204551,-0.66553247,-4.170484,3.9933472,-0.87902033,6.379143,-7.6647887,6.379059,-7.7011437,-0.23303236,0.28123868,-0.445885,-0.2776537,-0.4469034,-0.28688115,-0.0005776882,-4.2610054,11.437855,8.628517,-1.378726,1.8488796,0.8140872,631.3265
188,-1.8066602,-1.820968,-0.7281648,-0.6693232,-4.142607,3.9600673,-0.87281716,6.4280295,-7.624671,6.4267073,-7.6614246,-0.23496738,0.28002837,-0.4431161,-0.2783912,-0.44411176,-0.28826883,-0.00052440166,-4.2610054,11.437855,8.628517,-1.378726,1.8488226,0.8184406,631.3265
189,-1.8098474,-1.8238902,-0.735789,-0.67312515,-4.1145177,3.926961,-0.8666445,6.476432,-7.5845075,6.473876,-7.6216097,-0.23689044,0.27881488,-0.44032413,-0.2790817,-0.44129476,-0.28959805,-0.0004733801,-4.2610054,11.437855,8.628517,-1.378726,1.8487701,0.822794,631.3265
190,-1.8130672,-1.826829,-0.7433215,-0.6769387,-4.0862184,3.89403,-0.8605034,6.5243435,-7.5443096,6.5205593,-7.581709,-0.23880126,0.2775985,-0.4375089,-0.27972543,-0.4384526,-0.29086763,-0.00042426586,-4.2610054,11.437855,8.628517,-1.378726,1.8487217,0.8271475,631.3265
191,-1.8163185,-1.8297843,-0.75075704,-0.6807638,-4.057711,3.8612738,-0.8543937,6.57176,-7.504082,6.5667586,-7.54173,-0.24069972,0.2763794,-0.4346709,-0.28032255,-0.43558493,-0.2920765,-0.00037539005,-4.2610054,11.437855,8.628517,-1.378726,1.8486772,0.8315008,631.3265
192,-1.8196033,-1.8327563,-0.7580878,-0.6845998,-4.0290003,3.8286939,-0.8483165,6.6186786,-7.4638405,6.61247,-7.5016828,-0.24258573,0.2751579,-0.43181002,-0.28087324,-0.43269157,-0.29322296,-0.00032782555,-4.2610054,11.437855,8.628517,-1.378726,1.8486348,0.83585423,631.3265
193,-1.8229198,-1.835745,-0.7653096,-0.68844754,-4.0000854,3.796288,-0.8422718,6.6650996,-7.423587,6.657694,-7.461576,-0.24445929,0.27393404,-0.42892623,-0.28137764,-0.42977244,-0.29430622,-0.00028264523,-4.2610054,11.437855,8.628517,-1.378726,1.8485951,0.84020764,631.3265
194,-1.8262663,-1.8387505,-0.772416,-0.69230723,-3.9709706,3.76406,-0.83626026,6.711016,-7.3833337,6.702429,-7.421418,-0.2463203,0.27270803,-0.42601955,-0.281836,-0.42682788,-0.29532522,-0.00023972988,-4.2610054,11.437855,8.628517,-1.378726,1.8485584,0.84456104,631.3265
195,-1.8296442,-1.8417728,-0.77939844,-0.6961784,-3.941654,3.7320023,-0.8302814,6.756435,-7.343082,6.7466807,-7.3812127,-0.24816857,0.27148017,-0.42309016,-0.28224865,-0.42385706,-0.2962787,-0.00019490719,-4.2610054,11.437855,8.628517,-1.378726,1.8485227,0.8489145,631.3265
196,-1.833052,-1.8448116,-0.78625584,-0.70006126,-3.912143,3.7001228,-0.8243365,6.8013425,-7.302847,6.790442,-7.3409743,-0.25000402,0.27025062,-0.4201382,-0.28261566,-0.42086062,-0.2971655,-0.00015211105,-4.2610054,11.437855,8.628517,-1.378726,1.8484885,0.85326785,631.3265
197,-1.8364899,-1.8478677,-0.79298025,-0.70395565,-3.8824377,3.668419,-0.8184261,6.8457427,-7.262638,6.833711,-7.3007116,-0.25182658,0.26901954,-0.4171637,-0.2829373,-0.41783807,-0.2979845,-0.00011134148,-4.2610054,11.437855,8.628517,-1.378726,1.8484545,0.85762125,631.3265
198,-1.8399565,-1.8509407,-0.79956764,-0.7078622,-3.8525388,3.6368885,-0.81254977,6.8896375,-7.222457,6.8764944,-7.2604294,-0.2536362,0.26778716,-0.4141668,-0.283214,-0.4147897,-0.29873502,-7.081032e-05,-4.2610054,11.437855,8.628517,-1.378726,1.8484213,0.8619747,631.3265
199,-1.8434509,-1.8540308,-0.8060134,-0.71178013,-3.8224518,3.6055346,-0.8067088,6.9330163,-7.1823153,6.918784,-7.22014,-0.25543267,0.2665537,-0.41114762,-0.28344598,-0.41171533,-0.29941562,-3.194809e-05,-4.2610054,11.437855,8.628517,-1.378726,1.8483874,0.8663281,631.3265
200,-1.8469744,-1.8571382,-0.81231415,-0.71570957,-3.7921753,3.5743532,-0.8009027,6.9758835,-7.1422186,6.9605885,-7.1798477,-0.25721592,0.26531935,-0.40810642,-0.28363347,-0.40861467,-0.3000255,7.6293945e-06,-4.2610054,11.437855,8.628517,-1.378726,1.8483524,0.8706815,631.3265
201,-1.8505237,-1.8602625,-0.81846625,-0.7196511,-3.7617137,3.5433478,-0.7951325,7.018236,-7.1021786,7.0019016,-7.139564,-0.25898594,0.26408425,-0.40504315,-0.28377697,-0.40548855,-0.30056414,4.518032e-05,-4.2610054,11.437855,8.628517,-1.378726,1.8483169,0.87503487,631.3265
202,-1.8540998,-1.863404,-0.82446194,-0.7236036,-3.7310705,3.5125175,-0.78939843,7.060073,-7.062199,7.042725,-7.0992975,-0.2607425,0.26284862,-0.40195823,-0.28387663,-0.40233633,-0.30102995,8.21352e-05,-4.2610054,11.437855,8.628517,-1.378726,1.8482785,0.8793883,631.3265
203,-1.8577017,-1.866563,-0.8303027,-0.72756773,-3.7002437,3.4818583,-0.78370035,7.1013947,-7.022286,7.083063,-7.0590525,-0.26248568,0.2616126,-0.39885148,-0.28393298,-0.3991581,-0.30142266,0.000118374825,-4.2610054,11.437855,8.628517,-1.378726,1.8482381,0.88374174,631.3265
204,-1.8613292,-1.8697389,-0.8359825,-0.73154265,-3.6692398,3.4513745,-0.7780391,7.1422014,-6.9824505,7.1229124,-7.0188403,-0.26421523,0.26037654,-0.39572346,-0.2839462,-0.39595413,-0.3017413,0.00015473366,-4.2610054,11.437855,8.628517,-1.378726,1.8481942,0.88809514,631.3265
205,-1.8649805,-1.8729324,-0.8414994,-0.7355284,-3.638059,3.421063,-0.77241486,7.1824894,-6.9426966,7.1622753,-6.9786687,-0.2659312,0.2591404,-0.39257404,-0.2839168,-0.39272445,-0.30198523,0.00018930435,-4.2610054,11.437855,8.628517,-1.378726,1.8481467,0.89244854,631.3265
206,-1.8686552,-1.8761432,-0.8468524,-0.7395251,-3.6067028,3.390925,-0.7668277,7.2222605,-6.903032,7.201154,-6.9385433,-0.26763326,0.2579046,-0.389404,-0.28384528,-0.3894692,-0.30215397,0.0002257824,-4.2610054,11.437855,8.628517,-1.378726,1.8480952,0.896802,631.3265
207,-1.8723536,-1.8793714,-0.8520356,-0.74353164,-3.5751755,3.3609586,-0.7612782,7.2615147,-6.8634624,7.2395487,-6.898474,-0.26932156,0.2566691,-0.38621283,-0.28373182,-0.38618842,-0.30224663,0.0002605915,-4.2610054,11.437855,8.628517,-1.378726,1.8480382,0.90115535,631.3265
208,-1.876074,-1.8826171,-0.8570514,-0.74754816,-3.5434797,3.3311658,-0.75576717,7.300251,-6.824,7.277456,-6.858472,-0.27099597,0.25543422,-0.38300124,-0.2835771,-0.38288242,-0.3022629,0.00029301643,-4.2610054,11.437855,8.628517,-1.378726,1.8479756,0.90550876,631.3265
209,-1.8798153,-1.8858802,-0.8618962,-0.7515742,-3.5116158,3.3015447,-0.75029397,7.33847,-6.784645,7.3148847,-6.818538,-0.27265626,0.25420013,-0.37976938,-0.28338146,-0.37955138,-0.3022025,0.00032758713,-4.2610054,11.437855,8.628517,-1.378726,1.8479068,0.90986216,631.3265
210,-1.8835781,-1.889161,-0.8665698,-0.7556093,-3.4795861,3.2720938,-0.7448591,7.37617,-6.745403,7.351835,-6.7786827,-0.27430248,0.25296694,-0.3765175,-0.28314537,-0.3761953,-0.30206487,0.00036156178,-4.2610054,11.437855,8.628517,-1.378726,1.847831,0.91421556,631.3265
211,-1.8873603,-1.8924595,-0.871072,-0.7596529,-3.4473937,3.242813,-0.73946315,7.4133573,-6.7062864,7.3883047,-6.7389135,-0.27593452,0.25173485,-0.37324584,-0.28286922,-0.37281445,-0.30184975,0.00039482117,-4.2610054,11.437855,8.628517,-1.378726,1.8477473,0.918569,631.3265
212,-1.8911624,-1.8957756,-0.8753995,-0.7637039,-3.4150405,3.2137027,-0.73410606,7.450029,-6.667295,7.4242997,-6.699238,-0.27755225,0.25050408,-0.36995474,-0.28255364,-0.36940905,-0.30155686,0.0004287958,-4.2610054,11.437855,8.628517,-1.378726,1.8476548,0.9229224,631.3265
213,-1.8949823,-1.8991091,-0.87955475,-0.7677627,-3.3825283,3.184762,-0.7287882,7.486186,-6.628439,7.45982,-6.6596613,-0.2791556,0.24927479,-0.36664453,-0.28219917,-0.36597988,-0.30118665,0.0004631281,-4.2610054,11.437855,8.628517,-1.378726,1.847554,0.9272758,631.3265
214,-1.8988203,-1.9024603,-0.8835379,-0.7718282,-3.3498592,3.1559896,-0.72351,7.521833,-6.5897217,7.494867,-6.620195,-0.28074455,0.24804708,-0.3633155,-0.2818061,-0.3625267,-0.30073875,0.0004962683,-4.2610054,11.437855,8.628517,-1.378726,1.847443,0.93162924,631.3265
215,-1.9026747,-1.9058293,-0.88734865,-0.77589893,-3.317038,3.1273866,-0.7182717,7.5569663,-6.5511494,7.5294423,-6.5808434,-0.28231895,0.2468212,-0.35996792,-0.28137517,-0.35905012,-0.30021316,0.0005290508,-4.2610054,11.437855,8.628517,-1.378726,1.847321,0.93598264,631.3265
216,-1.9065456,-1.9092159,-0.89098644,-0.77997464,-3.2840633,3.0989504,-0.7130729,7.5915914,-6.5127263,7.563553,-6.5416107,-0.28387868,0.24559724,-0.35660234,-0.28090686,-0.35555044,-0.2996102,0.00056374073,-4.2610054,11.437855,8.628517,-1.378726,1.8471875,0.94033605,631.3265
217,-1.9104321,-1.9126204,-0.8944548,-0.78405386,-3.2509398,3.070681,-0.7079145,7.6257076,-6.4744596,7.5971966,-6.502508,-0.28542376,0.24437547,-0.3532189,-0.2804018,-0.35202798,-0.29893005,0.0005981922,-4.2610054,11.437855,8.628517,-1.378726,1.8470416,0.9446894,631.3265
218,-1.9143332,-1.9160426,-0.8977538,-0.7881363,-3.217668,3.0425773,-0.70279616,7.6593165,-6.436353,7.6303787,-6.4635377,-0.28695405,0.24315594,-0.349818,-0.27986047,-0.3484833,-0.29817316,0.00063347816,-4.2610054,11.437855,8.628517,-1.378726,1.8468825,0.9490428,631.3265
219,-1.9182482,-1.9194825,-0.9008843,-0.7922205,-3.1842515,3.0146399,-0.6977188,7.6924257,-6.3984146,7.663098,-6.4247127,-0.28846955,0.24193877,-0.3463999,-0.27928337,-0.344917,-0.29734018,0.00066661835,-4.2610054,11.437855,8.628517,-1.378726,1.8467093,0.95339626,631.3265
220,-1.9221766,-1.9229401,-0.9038486,-0.79630506,-3.150693,2.986868,-0.69268167,7.725028,-6.3606462,7.6953626,-6.3860316,-0.2899701,0.24072428,-0.34296522,-0.2786712,-0.34132963,-0.2964315,0.00070238113,-4.2610054,11.437855,8.628517,-1.378726,1.8465211,0.95774966,631.3265
221,-1.9261179,-1.9264157,-0.9066483,-0.8003887,-3.1169925,2.959259,-0.68768597,7.757137,-6.323052,7.7271695,-6.347508,-0.29145563,0.23951253,-0.33951434,-0.2780247,-0.3377214,-0.29544783,0.00073707104,-4.2610054,11.437855,8.628517,-1.378726,1.8463168,0.96210307,631.3265
222,-1.9300708,-1.9299089,-0.9092866,-0.8044705,-3.0831535,2.9318137,-0.68273073,7.7887444,-6.285638,7.7585273,-6.30914,-0.29292616,0.23830365,-0.3360474,-0.2773442,-0.33409333,-0.29439014,0.00077295303,-4.2610054,11.437855,8.628517,-1.378726,1.8460962,0.9664565,631.3265
223,-1.9340347,-1.93342,-0.9117647,-0.8085485,-3.0491784,2.904531,-0.677817,7.81986,-6.24841,7.7894354,-6.270941,-0.29438153,0.23709778,-0.33256522,-0.27663052,-0.33044592,-0.29325923,0.0008087158,-4.2610054,11.437855,8.628517,-1.378726,1.8458573,0.9708099,631.3265
224,-1.9380091,-1.9369487,-0.9140848,-0.81262153,-3.0150688,2.8774104,-0.67294455,7.8504834,-6.2113695,7.8198977,-6.232913,-0.29582173,0.23589511,-0.32906795,-0.2758842,-0.32677993,-0.29205623,0.0008444786,-4.2610054,11.437855,8.628517,-1.378726,1.8456002,0.9751633,631.3265
225,-1.9419932,-1.9404953,-0.9162488,-0.8166879,-2.9808266,2.85045,-0.6681134,7.8806224,-6.174522,7.8499184,-6.195061,-0.29724663,0.23469576,-0.32555628,-0.27510595,-0.32309598,-0.29078215,0.0008815527,-4.2610054,11.437855,8.628517,-1.378726,1.8453233,0.9795167,631.3265
226,-1.9459867,-1.9440594,-0.9182594,-0.82074565,-2.9464536,2.823649,-0.66332376,7.9102774,-6.13787,7.8795004,-6.1573925,-0.29865623,0.2334999,-0.32203034,-0.27429625,-0.31939492,-0.28943834,0.0009191036,-4.2610054,11.437855,8.628517,-1.378726,1.8450258,0.9838701,631.3265
227,-1.9499881,-1.9476413,-0.92012054,-0.8247932,-2.911953,2.7970076,-0.65857565,7.9394484,-6.1014185,7.908647,-6.11991,-0.3000505,0.23230755,-0.31849062,-0.27345598,-0.3156776,-0.2880261,0.00095641613,-4.2610054,11.437855,8.628517,-1.378726,1.8447068,0.9882235,631.3265
228,-1.9539976,-1.9512407,-0.92183316,-0.8288282,-2.8773274,2.770525,-0.65386957,7.96814,-6.0651712,7.9373603,-6.0826235,-0.30142927,0.23111898,-0.314938,-0.27258572,-0.311945,-0.28654686,0.0009937286,-4.2610054,11.437855,8.628517,-1.378726,1.8443649,0.9925769,631.3265
229,-1.9580139,-1.9548576,-0.9234012,-0.83284926,-2.8425777,2.7441993,-0.6492052,7.9963613,-6.029133,7.965646,-6.045535,-0.30279252,0.22993428,-0.31137273,-0.27168605,-0.308198,-0.28500253,0.0010319948,-4.2610054,11.437855,8.628517,-1.378726,1.8439997,0.9969303,631.3265
230,-1.9620371,-1.958492,-0.9248247,-0.836854,-2.807705,2.71803,-0.64458257,8.024115,-5.9933057,7.993507,-6.0086484,-0.30414033,0.22875348,-0.30779502,-0.27075773,-0.30443752,-0.2833945,0.001070261,-4.2610054,11.437855,8.628517,-1.378726,1.8436098,1.0012838,631.3265
231,-1.9660662,-1.9621439,-0.92610925,-0.8408399,-2.7727137,2.6920166,-0.6400022,8.051397,-5.957692,8.020945,-5.9719725,-0.30547243,0.22757688,-0.30420592,-0.2698014,-0.30066463,-0.2817246,0.0011086464,-4.2610054,11.437855,8.628517,-1.378726,1.8431941,1.0056372,631.3265
232,-1.9700999,-1.9658132,-0.9272554,-0.8448054,-2.7376041,2.6661582,-0.6354636,8.078221,-5.922298,8.047966,-5.935507,-0.30678895,0.22640443,-0.30060565,-0.26881784,-0.2968806,-0.27999508,0.0011473894,-4.2610054,11.437855,8.628517,-1.378726,1.842752,1.0099906,631.3265
233,-1.9741391,-1.9694995,-0.9282661,-0.84874743,-2.702378,2.6404514,-0.630967,8.104586,-5.8871217,8.074574,-5.8992586,-0.30808973,0.22523634,-0.29699463,-0.26780757,-0.29308614,-0.27820742,0.0011866093,-4.2610054,11.437855,8.628517,-1.378726,1.8422819,1.014344,631.3265
234,-1.9781826,-1.9732028,-0.9291432,-0.85266364,-2.667039,2.6148987,-0.6265126,8.130498,-5.852169,8.100772,-5.8632326,-0.3093748,0.22407271,-0.2933737,-0.2667714,-0.28928265,-0.27636397,0.0012254715,-4.2610054,11.437855,8.628517,-1.378726,1.8417828,1.0186974,631.3265
235,-1.9822289,-1.9769233,-0.92988926,-0.85655165,-2.6315877,2.5894976,-0.6221002,8.155961,-5.817445,8.126564,-5.8274317,-0.3106441,0.22291365,-0.28974319,-0.26571,-0.28547153,-0.27446726,0.0012646914,-4.2610054,11.437855,8.628517,-1.378726,1.8412544,1.0230508,631.3265
236,-1.9862789,-1.9806607,-0.9305047,-0.8604084,-2.596027,2.5642467,-0.61772996,8.18098,-5.7829475,8.151953,-5.7918615,-0.31189758,0.22175926,-0.28610376,-0.26462403,-0.28165376,-0.27251917,0.001303792,-4.2610054,11.437855,8.628517,-1.378726,1.8406945,1.0274042,631.3265
237,-1.9903308,-1.9844147,-0.9309944,-0.8642319,-2.5603585,2.5391464,-0.6134019,8.205558,-5.7486825,8.176945,-5.756525,-0.31313512,0.2206097,-0.28245622,-0.26351434,-0.27783108,-0.2705226,0.0013431311,-4.2610054,11.437855,8.628517,-1.378726,1.840103,1.0317576,631.3265
238,-1.9943843,-1.9881854,-0.9313581,-0.8680185,-2.5245838,2.514194,-0.60911584,8.229702,-5.714653,8.201543,-5.7214255,-0.3143568,0.21946493,-0.2788005,-0.26238137,-0.2740043,-0.26847973,0.0013818741,-4.2610054,11.437855,8.628517,-1.378726,1.8394785,1.036111,631.3265
239,-1.9984397,-1.9919723,-0.9315968,-0.8717659,-2.4887037,2.489389,-0.6048717,8.253417,-5.680855,8.225751,-5.6865654,-0.3155626,0.2183252,-0.2751378,-0.26122606,-0.27017513,-0.2663932,0.0014210939,-4.2610054,11.437855,8.628517,-1.378726,1.8388201,1.0404644,631.3265
240,-2.0024958,-1.9957756,-0.93171215,-0.87547094,-2.4527235,2.4647317,-0.60067,8.276707,-5.6472983,8.249571,-5.651953,-0.31675243,0.2171905,-0.27146843,-0.26004896,-0.26634514,-0.26426598,0.0014585257,-4.2610054,11.437855,8.628517,-1.378726,1.8381267,1.0448178,631.3265
241,-2.006552,-1.9995947,-0.9317055,-0.87913007,-2.4166422,2.4402194,-0.5965098,8.299575,-5.61398,8.273013,-5.6175847,-0.31792623,0.21606101,-0.26779318,-0.2588509,-0.2625154,-0.2621004,0.0014983416,-4.2610054,11.437855,8.628517,-1.378726,1.8373969,1.0491712,631.3265
242,-2.0106072,-2.00343,-0.93157995,-0.8827412,-2.3804607,2.415851,-0.5923917,8.322029,-5.580902,8.296077,-5.583468,-0.31908396,0.21493681,-0.26411262,-0.2576325,-0.2586878,-0.2599,0.0015370846,-4.2610054,11.437855,8.628517,-1.378726,1.8366307,1.0535246,631.3265
243,-2.0146623,-2.0072806,-0.93133146,-0.8863002,-2.3441844,2.3916273,-0.5883156,8.344073,-5.5480704,8.318767,-5.5496063,-0.32022578,0.21381788,-0.26042712,-0.2563944,-0.2548637,-0.25766703,0.0015742779,-4.2610054,11.437855,8.628517,-1.378726,1.835826,1.057878,631.3265
244,-2.0187163,-2.0111465,-0.9309646,-0.88980407,-2.3078122,2.3675456,-0.5842813,8.365714,-5.515482,8.341087,-5.5160007,-0.32135147,0.21270443,-0.25673765,-0.25513735,-0.25104463,-0.25540474,0.0016111135,-4.2610054,11.437855,8.628517,-1.378726,1.8349824,1.0622314,631.3265
245,-2.0227678,-2.0150278,-0.9304798,-0.8932498,-2.2713454,2.343604,-0.58028865,8.386956,-5.4831395,8.363045,-5.4826536,-0.32246113,0.21159649,-0.25304475,-0.25386208,-0.2472321,-0.25311625,0.0016483068,-4.2610054,11.437855,8.628517,-1.378726,1.834099,1.0665848,631.3265
246,-2.0268176,-2.018924,-0.9298734,-0.89663345,-2.234788,2.3198037,-0.57633775,8.407805,-5.451045,8.38464,-5.449569,-0.32355472,0.2104941,-0.24934892,-0.2525693,-0.24342792,-0.25080454,0.0016833544,-4.2610054,11.437855,8.628517,-1.378726,1.8331745,1.0709382,631.3265
247,-2.0308638,-2.0228345,-0.9291498,-0.89995205,-2.1981418,2.296143,-0.5724286,8.428265,-5.419202,8.40588,-5.416751,-0.32463217,0.2093974,-0.2456511,-0.2512596,-0.23963371,-0.24847299,0.0017179251,-4.2610054,11.437855,8.628517,-1.378726,1.8322085,1.0752916,631.3265
248,-2.0349076,-2.0267596,-0.9283078,-0.9032021,-2.161406,2.2726197,-0.5685606,8.448342,-5.387608,8.426769,-5.3841968,-0.32569355,0.20830646,-0.24195176,-0.24993372,-0.23585083,-0.24612457,0.0017521381,-4.2610054,11.437855,8.628517,-1.378726,1.8311996,1.079645,631.3265
249,-2.0389469,-2.0306985,-0.92734617,-0.9063801,-2.124584,2.2492337,-0.56473416,8.468044,-5.3562646,8.4473095,-5.351913,-0.32673877,0.20722136,-0.23825184,-0.2485923,-0.2320812,-0.24376278,0.0017852783,-4.2610054,11.437855,8.628517,-1.378726,1.8301475,1.0839984,631.3265
250,-2.0429816,-2.034651,-0.92626506,-0.9094825,-2.0876775,2.225984,-0.5609491,8.487373,-5.3251753,8.467506,-5.3199005,-0.32776797,0.20614204,-0.23455152,-0.24723606,-0.22832637,-0.24139087,0.0018160343,-4.2610054,11.437855,8.628517,-1.378726,1.8290509,1.0883518,631.3265
251,-2.0470111,-2.038617,-0.92506486,-0.91250557,-2.0506864,2.202868,-0.55720496,8.50634,-5.2943373,8.487366,-5.2881603,-0.328781,0.2050687,-0.2308519,-0.24586554,-0.22458768,-0.23901185,0.001846075,-4.2610054,11.437855,8.628517,-1.378726,1.8279092,1.0927052,631.3265
252,-2.0510364,-2.0425959,-0.9237435,-0.91544574,-2.0136142,2.1798859,-0.5535017,8.524947,-5.263753,8.50689,-5.2566934,-0.32977796,0.20400137,-0.22715364,-0.24448165,-0.22086693,-0.23662907,0.001875639,-4.2610054,11.437855,8.628517,-1.378726,1.8267213,1.0970587,631.3265
253,-2.0550542,-2.0465875,-0.92230535,-0.91830003,-1.9764621,2.1570373,-0.5498395,8.5432,-5.2334256,8.526085,-5.225504,-0.3307588,0.20294008,-0.22345744,-0.24308477,-0.2171659,-0.23424654,0.0019028187,-4.2610054,11.437855,8.628517,-1.378726,1.8254875,1.101412,631.3265
254,-2.0590653,-2.0505912,-0.9207446,-0.9210643,-1.9392302,2.134319,-0.5462178,8.561104,-5.2033515,8.544953,-5.1945906,-0.3317235,0.20188491,-0.21976407,-0.24167567,-0.21348576,-0.23186657,0.0019294024,-4.2610054,11.437855,8.628517,-1.378726,1.8242059,1.1057656,631.3265
